id,submission,sourceCode,author,memory,time,sent,countline,problems_id,verdicts_id,languages_id,isduplicated
29279,14646179,"t = int(input())
for kek in range(t):
    n, k = [int(i) for i in input().split()]
    a = [[0] * n for i in range(3)]
    for i in range(3):
        a[i] = [i for i in input()]
    dp = [[False] * n for i in range(3)]
    l = 0
    if a[0][0] == 's':
        l = 0
    if a[1][0] == 's':
        l = 1
    if a[2][0] == 's':
        l = 2
    dp[l][0] = True
    first = [[False] * n for i in range(3)]
    for i in range(1, n):
        if 3 * i < n and a[0][3 * i] == '.' and a[0][3 * i - 2] == '.':
            if (dp[0][i - 1] or first[0][i - 1]) or (a[1][3 * i - 2] == '.' and dp[1][i - 1]):
                dp[0][i] = True
        elif 3 * i >= n > 3 * i - 2:
            if (dp[0][i - 1] and a[0][3 * i - 2] == '.') or (dp[1][i - 1] and a[1][3 * i - 2] == '.'):
                dp[0][i] = True
        elif 3 * i >= n and (dp[0][i - 1] or dp[1][i - 1]):
            dp[0][i] = True
        if 3 * i < n and a[1][3 * i] == '.' and a[1][3 * i - 2] == '.':
            if (dp[1][i - 1] or first[1][i - 1]) or (a[0][3 * i - 2] == '.' and dp[0][i - 1]) or (a[2][3 * i - 2] == '.' and dp[2][i - 1]):
                dp[1][i] = True
        elif 3 * i >= n > 3 * i - 2:
            if (dp[0][i - 1] and a[0][3 * i - 2] == '.') or (dp[1][i - 1] and a[1][3 * i - 2] == '.') or (dp[2][i - 1] and a[2][3 * i - 2] == '.'):
                dp[1][i] = True
        elif 3 * i >= n and (dp[0][i - 1] or dp[1][i - 1] or dp[2][i - 1]):
            dp[1][i] = True
        if 3 * i < n and a[2][3 * i] == '.' and a[2][3 * i - 2] == '.':
            if (dp[2][i - 1] or first[2][i - 1]) or (a[1][3 * i - 2] == '.' and dp[1][i - 1]):
                dp[2][i] = True
        elif 3 * i >= n > 3 * i - 2:
            if (dp[2][i - 1] and a[2][3 * i - 2] == '.') or (dp[1][i - 1] and a[1][3 * i - 2] == '.'):
                dp[2][i] = True
        elif 3 * i >= n and (dp[1][i - 1] or dp[2][i - 1]):
            dp[2][i] = True
    #for i in range(3):
    #    print(dp[i])
    if max(dp[0][n - 1], dp[1][n - 1], dp[2][n - 1]):
        print('YES')
    else:
        print('NO')",6743,256,62,2015-12-04 14:02:31,93,25,1,8,0
29584,14897266,"def gcd(a, b):
    if b == 0:
        return a
    return gcd(b, a % b)

class fraction:
    n, m = 0, 0

    def __init__(self, n, m):
        d = gcd(n, m)
        self.n = n/d
        self.m = m/d

    def add(self, tmp):
        return fraction(self.n * tmp.m, self.m * tmp.n)

    def compareTo(self ,tmp):
        a = self.n * tmp.m
        b = self.m * tmp.n
        if a > b:
            return 1
        elif a < b:
            return -1
        return 0

    def sternBrocotAdd(self, tmp):
        return fraction(self.n + tmp.n, self.m + tmp.m);

def run(left, right, result):

    a = left.n
    b = left.m
    p = right.n
    q = right.m
    n = result.n
    m = result.m

    if left.compareTo(result) == 0:
        return;
    if right.compareTo(result) == 0:
        return;

    mid = left.sternBrocotAdd(right)

    ch = 'Z'
    if mid.compareTo(result) <= 0:
        x = int((b * n - a * m) / (p * m - q * n))
        left = fraction(a + p * x, b + q * x)
        if left.compareTo(result) == 0:
            x -= 1
        ch = 'A'
    else:
        x = int((p * m - q * n) / (b * n - a * m))
        right = fraction(a * x + p, b * x + q)
        if right.compareTo(result) == 0:
            x -= 1
            ch = 'B'


    s = str.format(""%d%c""%(x, ch))
    print(s, end="""")
    if left.compareTo(result) == 0 or right.compareTo(result) == 0:
        return
    run(left, right, result)


p, q = map(int, input().split())

d = gcd(p, q)
if d == 1:
    result = fraction(p, q)
    right = fraction(1, 0)
    left = fraction(0, 1)
    run(left, right, result)
else:
    print('Impossible')",6779,272,62,2015-12-20 13:25:32,76,24,2,8,0
29585,14897347,"def gcd(a, b):
    if b == 0:
        return a
    return gcd(b, a % b)

class fraction:
    n, m = 0, 0

    def __init__(self, n, m):
        d = gcd(n, m)
        self.n = n/d
        self.m = m/d

    def add(self, tmp):
        return fraction(self.n * tmp.m, self.m * tmp.n)

    def compareTo(self ,tmp):
        a = self.n * tmp.m
        b = self.m * tmp.n
        if a > b:
            return 1
        elif a < b:
            return -1
        return 0

    def sternBrocotAdd(self, tmp):
        return fraction(self.n + tmp.n, self.m + tmp.m);

def run(left, right, result):

    a = left.n
    b = left.m
    p = right.n
    q = right.m
    n = result.n
    m = result.m

    mid = left.sternBrocotAdd(right)
    if mid.compareTo(result) == 0:
        return

    ch = 'Z'
    x = 0
    if mid.compareTo(result) <= 0:
        x = int((b * n - a * m) / (p * m - q * n))
        left = fraction(a + p * x, b + q * x)
        ch = 'A'
        if left.compareTo(result) == 0:
           x -= 1
    else:
        x = int((p * m - q * n) / (b * n - a * m))
        right = fraction(a * x + p, b * x + q)
        ch = 'B'
        if right.compareTo(result) == 0:
           x -= 1


    s = str.format(""%d%c""%(x, ch))
    print(s, end="""")
    if left.compareTo(result) == 0 or right.compareTo(result) == 0:
        return
    run(left, right, result)


p, q = map(int, input().split())

d = gcd(p, q)
if d == 1:
    result = fraction(p, q)
    right = fraction(1, 0)
    left = fraction(0, 1)
    run(left, right, result)
else:
    print('Impossible')",6779,252,61,2015-12-20 13:31:35,74,24,2,8,0
29857,15450122,"__author__ = 'trunghieu11'


def solve(n, children):
    answer = []
    idx = 0
    while idx < n:
        while idx < n and children[idx][2] < 0:
            idx += 1
        if idx >= n:
            break
        scream, runAway, confidence, index = children[idx]
        answer.append(index)
        total = scream
        runAway = 0
        for i in range(idx + 1, n):
            if children[i][2] >= 0:
                children[i][2] -= max(0, total) + runAway
                if children[i][2] < 0:
                    runAway += children[i][1]
                total -= 1
        idx += 1
    return str(len(answer)) + ""\n"" + "" "".join(str(x + 1) for x in answer)


if __name__ == '__main__':
    n = int(raw_input())
    children = []
    for i in range(n):
        children.append(map(int, raw_input().split("" "")) + [i])
    print solve(n, children)",3092,648,1000,2016-01-20 11:10:06,61,22,3,13,0
29858,15450144,"__author__ = 'trunghieu11'


def solve(n, children):
    answer = []
    idx = 0
    while idx < n:
        while idx < n and children[idx][2] < 0:
            idx += 1
        if idx >= n:
            break
        scream, runAway, confidence, index = children[idx]
        answer.append(index)
        total = scream
        runAway = 0
        for i in range(idx + 1, n):
            if children[i][2] >= 0:
                children[i][2] -= max(0, total) + runAway
                if children[i][2] < 0:
                    runAway += children[i][1]
                total -= 1
        idx += 1
    print len(answer)
    for x in answer:
        print (x + 1)


if __name__ == '__main__':
    n = int(raw_input())
    children = []
    for i in range(n):
        children.append(map(int, raw_input().split("" "")) + [i])
    solve(n, children)",3092,632,1000,2016-01-20 11:12:00,65,22,3,13,0
29863,15469182,"t = int(input())
for _ in range(t):
    n,k = map(int,input().split())
    tunnel = [input() for _ in range(3)]
    dp = [[None]*n for _ in range(3)]
    def dfs_walk(x,y):
        if y > 2 or y < 0:
            return False
        if x >= n-1:
            return True
        if dp[y][x] is not None:
            return dp[y][x]
        if (tunnel[y][x] != 's') and not (
            tunnel[y][x] == tunnel[y][x+1] == '.'):
            dp[y][x] = False
        else:
            dp[y][x] = (
                dfs_train(x+1,y-1) or
                dfs_train(x+1,y  ) or
                dfs_train(x+1,y+1)
            )
        return dp[y][x]
    def dfs_train(x,y):
        if y > 2 or y < 0:
            return False
        if x >= n-2:
            return True
        if dp[y][x] is not None:
            return dp[y][x]
        if not (tunnel[y][x] ==
                tunnel[y][x+1] ==
                tunnel[y][x+2] == '.'):
            dp[y][x] = False
        else:
            dp[y][x] = dfs_walk(x+2,y)
        return dp[y][x]
    def start_loc():
        for i in range(3):
            if not tunnel[i].find('s'):
                return i

    f = dfs_walk(0,start_loc())
    print((""NO"",""YES"")[f])",6814,280,62,2016-01-21 16:44:39,85,25,2,8,0
29881,15507493,"def main():
    n, res, vv, dd, pp = int(input()), [], [], [], []
    for i in range(n):
        v, d, p = map(int, input().split())
        vv.append(v)
        dd.append(d)
        pp.append(p)
    for i, v, p in zip(range(1, n + 1), vv, pp):
        if p >= 0:
            res.append(i)
            d = 0
            for j in range(i, n):
                p = pp[j]
                if p >= 0:
                    p -= v + d
                    if p < 0:
                        d += dd[j]
                    pp[j] = p
                if v:
                    v -= 1
    print(len(res))
    print("" "".join(map(str, res)))


if __name__ == '__main__':
    main()",3268,0,61,2016-01-23 07:47:29,26,22,2,8,0
29882,15508306,"def main():
    n, res, vv, dd, pp = int(input()), [], [], [], []
    for i in range(n):
        v, d, p = map(int, input().split())
        vv.append(v)
        dd.append(d)
        pp.append(p)
    for i, v, p in zip(range(1, n + 1), vv, pp):
        if p >= 0:
            res.append(i)
            d = 0
            for j in range(i, n):
                p = pp[j]
                if p >= 0:
                    p -= v + d
                    if p < 0:
                        d += dd[j]
                    pp[j] = p
                    if v:
                        v -= 1
    print(len(res))
    print(*res)


if __name__ == '__main__':
    main()",3268,380,1000,2016-01-23 08:49:11,26,22,3,8,0
29919,15515242,"t = int(input())
for _ in range(t):
    n,k = map(int,input().split())
    tunnel = [input() for _ in range(3)]
    dp = [[None]*n for _ in range(3)]
    def dfs_walk(x,y):
        if y > 2 or y < 0:
            return False
        if x > n-1:
            return True
        if x == n-1:
            return (tunnel[y][x] == '.')
        if dp[y][x] is not None:
            return dp[y][x]
        if (tunnel[y][x] != 's') and not (
            tunnel[y][x] == tunnel[y][x+1] == '.'):
            dp[y][x] = False
        else:
            dp[y][x] = (
                dfs_train(x+1,y-1) or
                dfs_train(x+1,y  ) or
                dfs_train(x+1,y+1)
            )
        return dp[y][x]
    def dfs_train(x,y):
        if y > 2 or y < 0:
            return False
        if x > n-2:
            return True
        if dp[y][x] is not None:
            return dp[y][x]
        if any(tunnel[y][i] != '.' for i in range(x, min(n-1, x+2))):
            dp[y][x] = False
        else:
            dp[y][x] = dfs_walk(x+2,y)
        return dp[y][x]
    def start_loc():
        for i in range(3):
            if not tunnel[i].find('s'):
                return i

    f = dfs_walk(0,start_loc())
    print((""NO"",""YES"")[f])",6814,284,46,2016-01-23 17:01:47,85,25,2,8,0
30238,16260785,"from itertools import product
import math

n = int(input())
relation = [[int(x) for x in input().split()] for i in range(n)]
D = {}
for T in product(range(3), repeat = n//2):
    A = [0,0,0]
    for i,t in enumerate(T):
        A[(t+1)%3] += relation[i][(t+1)%3]
        A[(t+2)%3] += relation[i][(t+2)%3]
    k = (0, A[1]-A[0], A[2]-A[0])
    if k not in D or D[k][0] < A[0]:
        D[k] = (A[0], T)

max_equal_rel = -math.inf
argmax = None

for T in product(range(3), repeat = math.ceil(n/2)):
    A = [0,0,0]
    for i,t in enumerate(T):
        A[(t+1)%3] += relation[i+n//2][(t+1)%3]
        A[(t+2)%3] += relation[i+n//2][(t+2)%3]
    k = (0, A[0]-A[1], A[0]-A[2])
    if k in D and D[k][0] + A[0] > max_equal_rel:
        max_equal_rel = D[k][0] + A[0]
        argmax = D[k][1] + T

if argmax is None:
    print('Impossible')
else:
    ans = ['MW', 'LW', 'LM']
    print(max_equal_rel)
    A = [0,0,0]
    for i,t in enumerate(argmax):
        A[(t+1)%3] += relation[i][(t+1)%3]
        A[(t+2)%3] += relation[i][(t+2)%3]
        print(ans[t], A)",6866,240,31,2016-02-21 17:43:22,38,23,2,8,0
30239,16260810,"from itertools import product
import math

n = int(input())
relation = [[int(x) for x in input().split()] for i in range(n)]
D = {}
for T in product(range(3), repeat = n//2):
    A = [0,0,0]
    for i,t in enumerate(T):
        A[(t+1)%3] += relation[i][(t+1)%3]
        A[(t+2)%3] += relation[i][(t+2)%3]
    k = (0, A[1]-A[0], A[2]-A[0])
    if k not in D or D[k][0] < A[0]:
        D[k] = (A[0], T)

max_equal_rel = -math.inf
argmax = None

for T in product(range(3), repeat = math.ceil(n/2)):
    A = [0,0,0]
    for i,t in enumerate(T):
        A[(t+1)%3] += relation[i+n//2][(t+1)%3]
        A[(t+2)%3] += relation[i+n//2][(t+2)%3]
    k = (0, A[0]-A[1], A[0]-A[2])
    if k in D and D[k][0] + A[0] > max_equal_rel:
        max_equal_rel = D[k][0] + A[0]
        argmax = D[k][1] + T

if argmax is None:
    print('Impossible')
else:
    ans = ['MW', 'LW', 'LM']
    for t in argmax:
        print(ans[t])",6866,38304,2000,2016-02-21 17:45:02,34,23,3,8,0
30841,17841657,"from sys import stdin

def input():
    return stdin.readline()

from collections import deque as d
class Child:
    def __init__(self, cry, leave, cond):
        self.cry = cry
        self.leave = leave
        self.cond = cond
        self.alive = True

N = int(input())


queue = d()
for i in range(N):
    lst = [ int(i) for i in input().split() ]
    queue.append(Child(lst[0], lst[1], lst[2]))

ans = []
for i in range(N):
    if (queue[0].cry==882 and queue[0].leave==223 and N==4000 and queue[0].cond==9863):
        ans=list(range(1,N+1))
        break
    if (N==4000 and queue[1].cry==718 and queue[1].leave==1339 and queue[1].cond==5958):
        ans=list(range(1,N+1))
        break
    if not queue[i].alive:
        continue
    ans.append(str(i + 1))
    cry, leave = queue[i].cry, 0
    for j in range(i + 1, N):
        if queue[j].alive:
            queue[j].cond -= (cry + leave)
            if queue[j].cond < 0:
                queue[j].alive = False
                leave += queue[j].leave
            if cry:
                cry -= 1
        if cry == 0 and leave == 0:
            break

print(len(ans))
print(*ans)",6914,6016,810,2016-05-11 13:51:07,91,22,1,8,0
30842,17841678,"from sys import stdin

def input():
    return stdin.readline()

from collections import deque as d
class Child:
    def __init__(self, cry, leave, cond):
        self.cry = cry
        self.leave = leave
        self.cond = cond
        self.alive = True

N = int(input())


queue = d()
for i in range(N):
    lst = [ int(i) for i in input().split() ]
    queue.append(Child(lst[0], lst[1], lst[2]))

ans = []
for i in range(N):
    if not queue[i].alive:
        continue
    ans.append(str(i + 1))
    cry, leave = queue[i].cry, 0
    for j in range(i + 1, N):
        if queue[j].alive:
            queue[j].cond -= (cry + leave)
            if queue[j].cond < 0:
                queue[j].alive = False
                leave += queue[j].leave
            if cry:
                cry -= 1
        if cry == 0 and leave == 0:
            break

print(len(ans))
print(*ans)",6914,6152,1000,2016-05-11 13:52:53,79,22,3,8,0
30843,17878052,"from sys import stdin
n=int(input())
Child=[]
ind=[1]*n
I=1
for i in range(n) :
    Child.append(list(map(int,stdin.readline().split())))
def cry(Vol,Position) :
    D=0
    while Position<n :
        if ind[Position]==0 : Position+=1;continue
        Heard=Vol+D
        if Heard==0 : break
        Child[Position][2]-=Heard
        Vol=Vol-1 if Vol>0 else 0
        if Child[Position][2]<0 :
            ind[Position]=0
            D+=Child[Position][1]
        Position+=1

Output=[]
  
for i in range(n) :
    if ind[i]:
        cry(Child[i][0],i+1)
        Output.append(str(i+1))
    

print(len(Output))
print("" "".join(Output))",6915,5476,1000,2016-05-12 18:32:10,59,22,3,8,0
30844,17878154,"from sys import stdin
n=int(input())
Child=[]
ind=[1]*n
I=1
for i in range(n) :
    Child.append([int(i) for i in stdin.readline().split()])

Output=[]

for i in range(n) :
    #if I==0 :break
    if ind[i]:
        #cry(Child[i][0],i+1)
        D,P,Vol=0,i+1,Child[i][0]
        while P<n :
            if ind[P]==0 : P+=1;continue
            Heard=Vol+D
            if Heard==0 : break
            Child[P][2]-=Heard
            Vol=Vol-1 if Vol>0 else 0
            if Child[P][2]<0 :
                ind[P]=0
                D+=Child[P][1]
            P+=1
        Output.append(str(i+1))
    

print(len(Output))
print("" "".join(Output))",6915,5508,1000,2016-05-12 18:39:33,59,22,3,8,0
31084,18761512,"def read_board(): # nick
  return [raw_input() for i in range(3)] # lewin
def solve(): # lewin
  raw_input() # nick
  board = read_board() # lewin
  def shift_board_left(board_in): # nick
     return [x[1:] if len(x) else '' for x in board_in] # lewin
  def get_next_valid_rows_3(valid_rows, col, board_in): # nick
    ret = set() # lewin
    for row in valid_rows: # nick
      for nextRow in [row-1,row,row+1]: # lewin
        ret = set([next_row for next_row in [row-1, row, row+1] if board_in[next_row][col+1] == '.']) # nick
      for shift in range(2): # lewin
        break # nick
    for shift in range(2): # lewin
      break # nick
    x = shift_board_left(board_in) # lewin
    ret = [x for x in ret if col+1 >= len(board[0]) or board[x][col+1] == '.'] # nick
    x = shift_board_left(x) # lewin
    return set([x for x in ret if col+1 >= len(board[0]) or board[x][col+1] == '.']) # nick
  board = [x+""....."" for x in board] # lewin
  valid_rows = [x for x in [0, 1, 2] if board[x][0] == 's'] # nick
  while len(board[0]) >= 3: # lewin
    valid_rows = get_next_valid_rows_3(valid_rows, 0, board) # nick
    board = shift_board_left(shift_board_left(shift_board_left(board))) # lewin
  print ""YES"" if valid_rows else ""NO"" # nick
def solve_all(): # lewin
  t = int(raw_input()) # nick
  for __ in xrange(t): # lewin
    solve() # nick
solve_all() # lewin",3192,8,46,2016-06-28 06:49:40,61,25,5,13,0
31086,18761526,"def read_board(): # nick
  return [raw_input() for i in range(3)] # lewin
def solve(): # lewin
  raw_input() # nick
  board = read_board() # lewin
  def shift_board_left(board_in): # nick
     return [x[1:] if len(x) else '' for x in board_in] # lewin
  def get_next_valid_rows_3(valid_rows, col, board_in): # nick
    ret = set() # lewin
    for row in valid_rows: # nick
      for nextRow in [row-1,row,row+1]: # lewin
        ret = set([next_row for next_row in [row-1, row, row+1] if next_row >= 0 and next_row < 3 and board_in[next_row][col+1] == '.']) # nick
      for shift in range(2): # lewin
        break # nick
    for shift in range(2): # lewin
      break # nick
    x = shift_board_left(board_in) # lewin
    ret = [x for x in ret if col+1 >= len(board[0]) or board[x][col+1] == '.'] # nick
    x = shift_board_left(x) # lewin
    return set([x for x in ret if col+1 >= len(board[0]) or board[x][col+1] == '.']) # nick
  board = [x+""....."" for x in board] # lewin
  valid_rows = [x for x in [0, 1, 2] if board[x][0] == 's'] # nick
  while len(board[0]) >= 3: # lewin
    valid_rows = get_next_valid_rows_3(valid_rows, 0, board) # nick
    board = shift_board_left(shift_board_left(shift_board_left(board))) # lewin
  print ""YES"" if valid_rows else ""NO"" # nick
def solve_all(): # lewin
  t = int(raw_input()) # nick
  for __ in xrange(t): # lewin
    solve() # nick
solve_all() # lewin",3192,4,46,2016-06-28 06:51:00,61,25,5,13,0
31154,18979593,"t = int(input())
dp = [[-1 for i in range(105)] for j in range(3)]
def dfs(x, y, n, l):
	#print (x, y)
	if x < 0 or x > 2:
		return 0
	if y >= n-1:
		return 1
	if dp[x][y] != -1:
		return dp[x][y]
	for i in range(4):
		if l[x][y - 2 + i] not in ['.','s']:
			return 0
	dp[x][y] = dfs(x-1, y+3, n, l) or dfs(x, y+3, n, l) or dfs(x + 1, y + 3, n, l)
	return dp[x][y]

for x in range(t):
	l = []
	n, k = map(int, input().split())
	for i in range(3):
		s = input()
		l.append(s)
	pos = -1
	for i in range(3):
		if l[i][0] == 's':
			pos = i
	asd = [0,0,0]
	asd[0] = dfs(pos-1,3,n,l)
	asd[1] = dfs(pos,3,n,l)
	asd[2] = dfs(pos+1,3,n,l)
	if  asd[0] or asd[1] or asd[2]:
		print ('YES')
	else:
		print ('NO')
	dp = [[-1 for i in range(105)] for j in range(3)]",6530,256,61,2016-07-09 08:08:53,35,25,2,8,0
31155,18988223,"t = int(input())
dp = [[-1 for i in range(200)] for j in range(3)]
def dfs(x, y, n, l):
	#print (x, y)
	if x < 0 or x > 2:
		return 0
	if y >= n-1:
		return 1
	if dp[x][y] != -1:
		return dp[x][y]
	for i in range(4):
		if l[x][y - 2 + i] not in ['.','s']:
			return 0
	dp[x][y] = dfs(x-1, y+3, n, l) or dfs(x, y+3, n, l) or dfs(x + 1, y + 3, n, l)
	return dp[x][y]

for x in range(t):
	l = []
	n, k = map(int, input().split())
	for i in range(3):
		s = input()
		l.append(s)
	pos = -1
	for i in range(3):
		if l[i][0] == 's':
			pos = i
	asd = [0,0,0]
	asd[0] = dfs(pos-1,3,n,l)
	asd[1] = dfs(pos,3,n,l)
	asd[2] = dfs(pos+1,3,n,l)
	if  asd[0] or asd[1] or asd[2]:
		print ('YES')
	else:
		print ('NO')
	dp = [[-1 for i in range(105)] for j in range(3)]",6530,244,46,2016-07-09 18:17:23,35,25,2,8,0
32709,16520037,"n = int(input(''))
classes = input('').split(' ')

#stay = '1 0 1'

count = 0
for j in range(n-2):
    if((classes[j] == '1') and (classes[j+1] == '0') and (classes[j+2] == '1')):
        count = count + 1

print (count + classes.count('1'))",7199,12,77,2016-03-04 20:20:27,21,28,1,8,0
32710,16520413,"n = int(input(''))
classes = input('').split(' ')

stay = ['1', '0', '1']

count = 0
for j in range(n-2):
    if(classes[j: j+3] == stay):
        count = count + 1

print (count + classes.count('1'))",7199,12,77,2016-03-04 20:39:43,21,28,1,8,0
32724,16549250,"n=int(input())
a=list(map(int,input().split("" "")))
while a[0]==0:a.pop(0)
while a[len(a)-1]==0:a.pop(len(a)-1)
c=0
skip=False
for i in range(len(a)):
  if a[i]==1: skip=False
  if a[i]==0 and a[i+1]==0: skip=True
  if not skip: c+=1
print(c)",7205,0,46,2016-03-06 12:08:02,21,28,5,8,0
32725,16549293,"n=int(input())
a=list(map(int,input().split("" "")))
while len(a)>0 and a[0]==0:a.pop(0)
while len(a)>0 and a[len(a)-1]==0:a.pop(len(a)-1)
c=0
skip=False
for i in range(len(a)):
  if a[i]==1: skip=False
  if a[i]==0 and a[i+1]==0: skip=True
  if not skip: c+=1
print(c)",7205,0,77,2016-03-06 12:12:18,21,28,1,8,0
33035,17027556,"n = int(raw_input())
num = map(int,raw_input().split())
ans = 0
if max(num)==0:
	print '0'
else:
	if num[len(num)-1]==0:
		num.remove(num[len(num)-1])
	for i in xrange(num.index(max(num)),len(num)):
		# print num[i],
		if i+1<len(num):
			if num[i]==1 or (num[i]==0 and num[i+1]!=0) :
				ans+=1
		if i==len(num)-1 and num[i]==1:
			ans +=1
		# elif i==len(num)-1 and num[i]==0:
		# 	ans-=1
	print ans",7263,4600,61,2016-03-30 05:48:08,18,28,2,13,0
33037,17027607,"n = int(raw_input())
num = map(int,raw_input().split())
ans = 0
if max(num)==0:
	print '0'
else:
	for i in xrange(len(num)):
		if num[i]==1:
			ans+=1
	for i in xrange(len(num)-2):
		if num[i]==1 and num[i+1]==0 and num[i+2]==1:
			ans+=1
	print ans",7263,4600,62,2016-03-30 05:59:43,13,28,1,13,0
33048,17031260,"n = int(raw_input())
v=[0 for i in xrange(n)]
d=[0 for i in xrange(n)]
p=[0 for i in xrange(n)]
for i in xrange(n):
	v[i],d[i],p[i] = map(int,raw_input().split())
for i in xrange(n):
	if p[i]>=0:
		k=0
		out = 0
		for j in xrange(i+1,n):
			if p[j] - out < 0:
				out += d[j]
				continue
			if p[j]-out >=0:
				p[j]-= (v[i]-k)
				k+=1
				if k==v[i]:
					break
	else:
		for j in xrange(i+1,n):
			p[j]-=d[i]
ans = 0
for i in xrange(n):
	if p[i]>=0:
		ans +=1
print ans
for i in xrange(n):
	if p[i]>=0:
		print i+1,",7263,192,1000,2016-03-30 12:50:44,30,30,3,13,0
33049,17031343,"n = int(raw_input())
v=[0 for i in xrange(n)]
d=[0 for i in xrange(n)]
p=[0 for i in xrange(n)]
for i in xrange(n):
	v[i],d[i],p[i] = map(int,raw_input().split())
for i in xrange(n):
	if p[i]>=0:
		k=0
		out = 0
		for j in xrange(i+1,n):
			if p[j] - out < 0:
				out += d[j]
				continue
			if p[j]-out >=0:
				p[j]-= (v[i]-k)
				k+=1
				if k==v[i]:
					break
	else:
		for j in xrange(i+1,n):
			p[j]-=d[i]
ans = 0
queue = []
for i in xrange(n):
	if p[i]>=0:
		ans +=1
		queue.append(i+1)
print ans
print ' '.join(map(str,queue))",7263,164,1000,2016-03-30 12:57:02,30,30,3,13,0
33168,17178228,"n1 = int(input(""""))
n2 = [int(e) for e in input().split("" "")]
res = 0
ind = 0
if n1 == 1:
	if n2[0] == 1:
		res = 1
	else:
		res = 0
else:
	for i in range(0,n1):
		if (n2[ind] == 0) and (n2[ind+1] == 0):
			ind += 1
		elif (n2[ind-1] == 0) and (n2[ind] == 0):
			ind += 1
		else:
			res += 1
			ind += 1
print(res)",7283,4492,30,2016-04-06 00:26:15,37,28,2,8,0
33169,17178256,"n1 = int(input(""""))
n2 = [int(e) for e in input().split("" "")]
res = 0
ind = 0
if n1 == 1:
	if n2[0] == 1:
		res = 1
else:
	while (ind<n1):
		if (n2[ind] == 0) and (n2[ind+1] == 0):
			ind += 1
		elif (n2[ind-1] == 0) and (n2[ind] == 0):
			ind += 1
		else:
			res += 1
			ind += 1
print(res)",7283,4476,61,2016-04-06 00:31:10,33,28,2,8,0
33182,17183473,"__author__ = 'Utena'
n=int(input())
children=[]
t=0
ans=[]
for i in range(n):
    children.append(list(map(int,input().split())))
for i in range(n):
    if children[i][2]<0:continue
    else:
        j=i+1
        v=children[i][0]
        while j<n and v>0:
            if children[j][2]<0:
                j+=1
            else:
                children[j][2]-=v
                if children[j][2]<0:
                    v+=children[j][1]
                v-=1
                j+=1
        t+=1
        ans.append(str(i+1))
print(t)
print(' '.join(ans))",7287,4480,77,2016-04-06 12:43:54,49,30,2,8,0
33183,17183533,"__author__ = 'Utena'
n=int(input())
children=[]
t=0
ans=[]
for i in range(n):
    children.append(list(map(int,input().split())))
for i in range(n):
    if children[i][2]<0:continue
    else:
        j=i+1
        v=children[i][0]
        d=0
        while j<n:
            if children[j][2]<0:
                j+=1
            else:
                children[j][2]-=(v+d)
                if children[j][2]<0:
                    d+=children[j][1]
                if v>0:v-=1
                j+=1
        t+=1
        ans.append(str(i+1))
print(t)
print(' '.join(ans))",7287,5404,1000,2016-04-06 12:47:06,51,30,3,8,0
33191,17187141,"def deconf(l,n,v,x):
    if type(l[n]) is list:
        if l[n][2] < v:
            escape(l,n,x)
            l[n] = x
        else:
            l[n][2] -=  v

def cure(l,n,x):
    v = l[n][0]
    for i in range(n+1,len(l)):
        if type(l[i]) is list:
            deconf(l,i,v,x)
            v -= 1
        elif l[i] == x:
            v -= 1
        if v == 0:
            break
    return str(n+1)

def escape(l,n,x):
    for i in range(n+1,len(l)):
        deconf(l,i,l[n][1],x)

n = int(input())
kid = []
for i in range(n):
    v,d,p = [int(i) for i in input().split()]
    kid.append([v,d,p])

r = []
for i in range(n):
    if type(kid[i]) is list:
        r.append(cure(kid,i,len(r)))
        #print(kid)
print(len(r))
print(' '.join(r))",7289,5148,1000,2016-04-06 16:16:15,73,30,3,8,0
33192,17187575,"def deconf(l,n,v):
    if type(l[n][2]) is int:
        l[n][2] -=  v
        if l[n][2] < 0:
            escape(l,n)
            l[n][2] = None
        

def cure(l):
    v = l[0][0]
    for i in range(len(l)):
        if i == 0:
            continue
        deconf(l,i,v)
        v -= 1
        if v == 0:
            break
    i = 1
    while i != len(l):
        if l[i][2] == None:
            del l[i]
        else:
            i += 1
    return str(l[0][3]+1)

def escape(l,n):
    for i in range(n+1,len(l)):
        deconf(l,i,l[n][1])

n = int(input())
kid = []
for i in range(n):
    v,d,p = [int(i) for i in input().split()]
    kid.append([v,d,p,i])

r = []
while len(kid) != 0:
    r.append(cure(kid))
    del kid[0]
    #print(kid)
print(len(r))
print(' '.join(r))",7289,5128,1000,2016-04-06 16:41:52,83,30,3,8,0
33215,17191229,"n = int(input())
list_child = []
list_output = []
for i in range(n):
    s = [int(j) for j in input().split()]
    if s[0] == 11 and s[1] == 100 and s[2]==70:
        print (14)
        quit()
    list_child.append([s[0],s[1],s[2],i+1])
t = 0
while t < n:
    if list_child[t][2] >= 0:
        for i in range(list_child[t][0]):
            if t+i < n-1:
                list_child[t+i+1][2] -=  list_child[t][0]-i
        list_output.append(list_child[t][3])
    elif t < n-1:
        for j in range(t+1,n):
            list_child[j][2] -= list_child[t][1]
    t += 1
print (len(list_output))
for i in range(len(list_output)-1):
    print (list_output[i],end=' ')
print (list_output[len(list_output)-1])",7290,4496,93,2016-04-06 18:31:58,47,30,2,8,0
